,assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalInterestOnlyTermNumber,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,reportingPeriodModificationIndicator,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,servicerAdvancedAmount,interestPaidThroughDate,zeroBalanceEffectiveDate,zeroBalanceCode,currentDelinquencyStatus,primaryLoanServicerName,mostRecentServicingTransferReceivedDate,assetSubjectDemandIndicator,assetSubjectDemandStatusCode,repurchaseAmount,DemandResolutionDate,repurchaserName,repurchaseReplacementReasonCode,chargedoffPrincipalAmount,recoveredAmount,modificationTypeCode,paymentExtendedNumber,repossessedIndicator,repossessedProceedsAmount,LTV,loanDiff,StateUnemployment
3341,SDART0201700003,"=""3909512""",09/01/2017,09-30-2017,SC,09/2012,22940.83,72,09/2018,0.1599,1,1,-,10/2012,True,1,2,0,TOYOTA,Prius-4 Cyl.,1,2012,1,25285.0,98,Bureau,523,3,2,0,0.04558862,FL,-,13,False,1,5884.69,0.0,0.1599,0.1599,0.03,-,-,0.0,78.6493,418.8507,0.0,0.0,497.5,5943.99,59.3,5884.69,0.0,-,08-28-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,90.72900929404786,17056.140000000003,3.9
3384,SDART0201700003,"=""3907555""",09/01/2017,09-30-2017,SC,09/2012,23824.68,72,09/2018,0.2109,1,1,-,10/2012,False,1,2,0,Toyota,Camry,2,2007,1,16110.0,98,Bureau,631,2,2,1,0.06951529,WA,-,13,False,1,6710.36,0.0,0.2109,0.2109,0.03,-,-,0.0,114.6955,471.1245,0.0,0.0,585.82,6822.8,112.44,6710.36,0.0,-,08-21-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,147.8875232774674,17114.32,4.7
3426,SDART0201700003,"=""3917917""",09/01/2017,09-30-2017,SC,09/2012,8153.56,72,01/2019,0.1961,1,1,-,10/2012,True,1,2,0,Volkswagen,Jetta,2,2009,1,11889.0,3,Bureau,568,2,2,0,0.03517455,MN,-,17,False,1,911.53,0.0,0.1961,0.1961,0.03,-,-,0.0,36.758,156.702,0.0,0.0,193.46,917.41,5.88,911.53,0.0,-,08-31-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,68.58070485322567,7242.030000000001,3.3
3471,SDART0201700003,"=""3892062""",09/01/2017,09-30-2017,SC,09/2012,19111.49,72,09/2018,0.1059,1,1,-,10/2012,False,1,2,0,CHRYSLER,Sebring-4 Cyl.,2,2010,1,12500.0,98,Bureau,637,2,2,0,0.143904,OH,-,13,False,1,4343.03,0.0,0.1059,0.1059,0.03,-,-,0.0,38.8425,320.9275,0.0,0.0,359.77,4383.35,40.32,4343.03,0.0,-,08-11-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,152.89192,14768.460000000003,5.0
3636,SDART0201700003,"=""3934082""",09/01/2017,09-30-2017,SC,10/2012,25218.1,72,06/2019,0.1941,1,1,-,10/2012,True,0,2,0,GMC LIGHT DUTY,Sierra 1500 Pickup-V8,2,2011,2,24000.0,98,Bureau,536,2,2,0,0.1488625,MI,-,22,False,1,17012.75,0.0,0.1941,0.1941,0.03,-,-,0.0,112.1078,483.3422,0.0,0.0,595.45,18347.54,235.22,17012.75,1099.57,-,08-19-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,105.07541666666667,8205.349999999999,4.7
3674,SDART0201700003,"=""3926672""",09/01/2017,09-30-2017,SC,09/2012,29372.93,72,12/2018,0.1149,1,1,-,10/2012,True,1,2,1,CHRYSLER,200-4 Cyl.,1,2012,1,27377.0,98,Bureau,637,2,2,0,0.09711812,AL,-,16,False,1,10107.39,0.0,0.1149,0.1149,0.03,-,-,0.0,66.0056,500.4844,0.0,0.0,566.49,10854.57,222.72,10107.39,524.46,-,06-27-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,107.290535851262,19265.54,3.9
3679,SDART0201700003,"=""3926966""",09/01/2017,09-30-2017,SC,09/2012,10444.98,60,02/2018,0.2105,1,1,-,11/2012,True,2,2,0,DODGE,CALIBER,2,2008,1,8450.0,98,Bureau,486,3,2,0,0.10908681,TX,-,6,False,1,1657.28,0.0,0.2105,0.2105,0.03,-,-,0.0,7.3123,275.5577,0.0,0.0,282.87,1701.09,35.26,1657.28,8.55,-,09-05-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,123.60923076923076,8787.699999999999,4.0
3713,SDART0201700003,"=""3940399""",09/01/2017,09-30-2017,SC,09/2012,18420.98,72,10/2018,0.1676,1,1,-,11/2012,True,2,2,0,HONDA,ACCORD,2,2008,1,14625.0,98,Bureau,596,2,2,0,0.09321364,TX,-,14,False,1,5176.64,0.0,0.1676,0.1676,0.03,-,-,0.0,69.5758,337.7542,0.0,0.0,407.33,5278.33,61.8,5176.64,39.89,-,08-17-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,125.95541880341881,13244.34,4.0
3777,SDART0201700003,"=""3913793""",09/01/2017,09-30-2017,SC,09/2012,21104.95,72,10/2018,0.0739,1,1,-,11/2012,False,2,2,0,FORD TRUCK,Explorer-V6,2,2005,3,13950.0,98,Bureau,748,3,2,1,0.05276171,NC,-,14,False,1,4742.83,0.0,0.0739,0.0739,0.03,-,-,0.0,28.9339,334.8461,0.0,0.0,363.78,4770.68,27.85,4742.83,0.0,-,08-08-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,151.2899641577061,16362.12,4.4
3827,SDART0201700003,"=""3942791""",09/01/2017,09-30-2017,SC,09/2012,22966.87,72,04/2019,0.2061,1,1,-,11/2012,True,2,2,0,JEEP,Wrangler-V6,2,2008,3,19675.0,98,Bureau,607,3,3,0,0.13032407,LA,-,20,False,1,10912.22,0.0,0.2061,0.2061,0.03,-,-,0.0,114.6931,443.5769,0.0,0.0,558.27,11232.63,320.41,10912.22,0.0,-,08-04-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,116.73123252858957,12054.65,4.8
3838,SDART0201700003,"=""3947854""",09/01/2017,09-30-2017,SC,09/2012,20593.65,72,03/2019,0.1139,1,1,-,11/2012,False,2,2,0,Toyota,Corolla,2,2010,1,13604.0,98,Bureau,677,2,2,0,0.09472143,UT,-,19,False,1,3281.57,0.0,0.1139,0.1139,0.03,-,-,0.0,47.5648,348.5452,0.0,0.0,396.11,3375.51,63.94,3281.57,30.0,-,09-22-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,151.37937371361366,17312.08,3.2
3860,SDART0201700003,"=""3943646""",09/01/2017,09-30-2017,SC,09/2012,12573.28,66,06/2018,0.2041,1,1,-,11/2012,True,2,2,0,Saturn,Aura,2,2008,1,10544.0,98,Bureau,576,2,2,0,0.15446102,AZ,-,10,False,1,2473.12,0.0,0.2041,0.2041,0.03,-,-,0.0,38.0217,280.4583,0.0,0.0,318.48,2686.79,39.06,2473.12,174.61,-,09-01-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,119.24582701062216,10100.16,4.7
3872,SDART0201700003,"=""3944398""",09/01/2017,09-30-2017,SC,09/2012,25793.0,72,12/2018,0.2041,1,1,-,11/2012,True,2,2,0,CHEVROLET TRUCK,Silverado 1500-V8,2,2008,2,21825.0,98,Bureau,621,2,2,0,0.15522834,OK,-,16,False,1,12654.14,0.0,0.2041,0.2041,0.03,-,-,0.0,127.379,496.581,0.0,0.0,623.96,13222.88,233.51,12654.14,335.23,-,08-17-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,118.18098510882015,13138.86,4.1
3904,SDART0201700003,"=""3902661""",09/01/2017,09-30-2017,SC,09/2012,18356.44,72,02/2019,0.1823,1,1,-,11/2012,True,2,2,0,KIA,SOUL,2,2010,1,13300.0,98,Bureau,497,3,3,1,0.10218542,FL,-,18,True,1,6519.73,0.0,0.1823,0.1823,0.03,-,-,0.0,77.7446,343.3154,0.0,0.0,421.06,6650.67,100.94,6519.73,30.0,-,08-25-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,4,1,False,-,138.01834586466163,11836.71,3.9
3946,SDART0201700003,"=""3937252""",09/01/2017,09-30-2017,SC,09/2012,48477.76,72,10/2018,0.0739,1,1,-,11/2012,True,2,2,0,Nissan,Armada,1,2012,3,42531.0,98,Bureau,854,2,2,1,0.03315814,IN,-,14,False,1,11268.93,0.0,0.0739,0.0739,0.03,-,-,0.0,66.7762,768.8338,0.0,0.0,835.61,11394.41,125.48,11268.93,0.0,-,07-25-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,113.98217770567352,37208.83,3.5
3959,SDART0201700003,"=""3937982""",09/01/2017,09-30-2017,SC,09/2012,27534.34,72,10/2018,0.0589,1,1,-,11/2012,True,2,2,0,CHEVROLET TRUCK,Colorado,1,2012,2,25205.0,98,Bureau,677,2,2,0,0.04377976,IL,-,14,False,1,5631.58,0.0,0.0589,0.0589,0.03,-,-,0.0,29.1016,425.7984,0.0,0.0,454.9,5655.36,23.78,5631.58,0.0,-,09-19-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,109.24157905177545,21902.760000000002,5.0
3983,SDART0201700003,"=""3956066""",09/01/2017,09-30-2017,SC,09/2012,21309.91,72,05/2019,0.2178,1,1,-,11/2012,True,2,2,0,JEEP,COMMANDER,2,2010,3,16875.0,98,Bureau,618,3,2,1,0.05656544,TN,-,21,False,1,14174.86,0.0,0.2178,0.2178,0.03,-,-,0.0,115.1352,417.5248,0.0,0.0,532.66,15819.5,236.83,14174.86,1407.81,-,08-28-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.28094814814814,7135.049999999999,3.3
4023,SDART0201700003,"=""3946873""",09/01/2017,09-30-2017,SC,10/2012,38133.14,72,11/2018,0.1249,1,1,-,11/2012,True,1,2,0,CHEVROLET TRUCK,Traverse-V6,2,2012,3,26998.0,98,Bureau,713,3,3,0,0.09777656,IL,-,15,False,1,11073.15,0.0,0.1249,0.1249,0.03,-,-,0.0,98.5198,656.7402,0.0,0.0,755.26,11391.77,174.3,11073.15,144.32,-,08-01-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,141.24431439365878,27059.989999999998,5.0
4049,SDART0201700003,"=""3959178""",09/01/2017,09-30-2017,SC,09/2012,16053.06,72,10/2018,0.1537,1,1,-,10/2012,True,1,2,0,TOYOTA,Corolla-4 Cyl.,2,2011,1,15525.0,98,Bureau,657,2,2,0,0.10749059,SC,-,14,True,1,4355.35,0.0,0.1537,0.1537,0.03,-,-,0.0,52.2548,290.4252,0.0,0.0,342.68,4449.0,76.65,4355.35,17.0,-,07-26-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,103.40135265700484,11697.71,4.2
4086,SDART0201700003,"=""3963506""",09/01/2017,09-30-2017,SC,09/2012,10098.57,60,04/2018,0.2041,1,1,-,11/2012,True,2,2,0,HYUNDAI,Tiburon-4 Cyl.,2,2007,1,7825.0,98,Bureau,515,2,2,0,0.15111111,MO,-,8,False,1,3804.86,0.0,0.2041,0.2041,0.03,-,-,0.0,6.8817,262.9783,0.0,0.0,269.86,3932.03,78.72,3804.86,48.45,-,09-20-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,129.05520766773162,6293.709999999999,3.6
4178,SDART0201700003,"=""3935097""",09/01/2017,09-30-2017,SC,09/2012,13543.16,66,05/2018,0.1299,1,1,-,11/2012,True,2,2,0,Hyundai,Accent,2,2011,1,11517.0,98,Bureau,688,2,2,1,0.04104249,CA,-,9,True,1,2158.93,0.0,0.1299,0.1299,0.03,-,-,0.0,22.3737,265.8463,0.0,0.0,288.22,2195.6,36.67,2158.93,0.0,-,09-21-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,117.59277589650084,11384.23,4.5
4192,SDART0201700003,"=""3960979""",09/01/2017,09-30-2017,SC,09/2012,28660.5,72,11/2018,0.1059,1,1,-,11/2012,True,2,2,0,Kia,Optima,1,2013,1,22690.0,98,Bureau,672,2,3,0,0.14734595,KY,-,15,False,1,9482.67,0.0,0.1059,0.1059,0.03,-,-,0.0,57.451,482.079,0.0,0.0,539.53,9726.21,93.54,9482.67,150.0,-,08-10-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.31335390039663,19177.83,4.7
4247,SDART0201700003,"=""3974448""",09/01/2017,09-30-2017,SC,10/2012,11763.95,72,03/2019,0.1129,1,1,-,11/2012,True,1,2,0,NISSAN,ALTIMA,2,2011,1,13900.0,98,Bureau,640,2,2,0,0.04122,FL,-,19,False,1,3361.07,0.0,0.1129,0.1129,0.03,-,-,0.0,26.816,198.854,0.0,0.0,225.67,3443.21,82.14,3361.07,0.0,-,06-28-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,84.63273381294965,8402.880000000001,3.9
4290,SDART0201700003,"=""3978238""",09/01/2017,09-30-2017,SC,10/2012,24032.6,72,12/2018,0.0874,1,1,-,11/2012,True,1,2,1,DODGE TRUCK,Ram 1500 Pickup-V8,1,2012,2,31451.0,98,Bureau,604,2,2,0,0.10238095,SC,-,16,False,1,7093.41,0.0,0.0874,0.0874,0.03,-,-,0.0,41.6509,388.4591,0.0,0.0,430.11,7217.41,107.0,7093.41,17.0,-,07-27-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,76.41283266032876,16939.19,4.2
4291,SDART0201700003,"=""3978286""",09/01/2017,09-30-2017,SC,10/2012,18439.85,72,10/2018,0.1029,1,1,-,11/2012,True,1,2,0,Toyota,Corolla,2,2011,1,12752.0,98,Bureau,632,2,2,0,0.14407917,CA,-,14,False,1,1150.97,0.0,0.1029,0.1029,0.03,-,-,0.0,37.4901,306.8299,0.0,0.0,344.32,1150.97,0.0,1150.97,0.0,-,08-20-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,144.6035915934755,17288.879999999997,4.5
4294,SDART0201700003,"=""3979098""",09/01/2017,09-30-2017,SC,10/2012,13300.0,60,11/2017,0.2249,1,1,-,11/2012,True,1,2,0,HYUNDAI,ELANTRA,2,2010,1,10275.0,98,Bureau,532,3,3,0,0.12083354,AL,-,3,False,1,2749.22,0.0,0.2249,0.2249,0.03,-,-,0.0,13.7484,357.3016,0.0,0.0,371.05,2988.37,94.61,2749.22,144.54,-,09-01-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,129.4403892944039,10550.78,3.9
4380,SDART0201700003,"=""3930380""",09/01/2017,09-30-2017,SC,09/2012,18517.39,72,11/2018,0.2041,1,1,-,11/2012,True,2,2,0,HYUNDAI,Sonata-4 Cyl.,2,2011,1,14575.0,98,Bureau,555,3,2,1,0.08934579,GA,-,15,False,1,7000.4,0.0,0.2041,0.2041,0.03,-,-,0.0,91.4543,356.5057,0.0,0.0,447.96,7482.82,262.27,7000.4,220.15,-,07-12-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,127.04898799313892,11516.99,4.5
4488,SDART0201700003,"=""3994970""",09/01/2017,09-30-2017,SC,10/2012,12819.2,72,10/2018,0.18,1,1,-,10/2012,True,0,2,0,NISSAN,Versa-4 Cyl.,1,2012,1,15990.0,98,Bureau,511,2,2,0,0.165382,PA,-,14,False,1,4005.91,0.0,0.18,0.18,0.03,-,-,0.0,51.5745,240.8055,0.0,0.0,292.38,4098.91,93.0,4005.91,0.0,-,09-04-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,80.17010631644779,8813.29,4.8
4554,SDART0201700003,"=""3999787""",09/01/2017,09-30-2017,SC,10/2012,14617.35,72,10/2018,0.1307,1,1,-,11/2012,True,1,2,0,TOYOTA,Corolla-4 Cyl.,2,2009,1,12975.0,98,Bureau,621,2,2,0,0.09285218,GA,-,14,False,1,3777.67,0.0,0.1307,0.1307,0.03,-,-,0.0,41.3671,252.6029,0.0,0.0,293.97,3848.54,70.87,3777.67,0.0,-,09-02-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,112.65780346820809,10839.68,4.5
4565,SDART0201700003,"=""4000453""",09/01/2017,09-30-2017,SC,10/2012,23382.3,72,10/2018,0.0974,1,1,-,11/2012,True,1,2,1,DODGE TRUCK,Ram 1500 Pickup-V8,1,2012,2,31270.0,98,Bureau,574,2,2,0,0.10238095,SC,-,14,False,1,5791.81,0.0,0.0974,0.0974,0.03,-,-,0.0,46.1323,383.9877,0.0,0.0,430.12,5879.91,88.1,5791.81,0.0,-,08-02-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,74.7755036776463,17590.489999999998,4.2
4698,SDART0201700003,"=""3995523""",09/01/2017,09-30-2017,SC,10/2012,29252.4,72,02/2019,0.1208,1,1,-,11/2012,True,1,2,0,BUICK,Enclave-V6,2,2010,3,25300.0,98,Bureau,540,2,2,1,0.04825388,MI,-,18,False,1,11420.47,0.0,0.1208,0.1208,0.03,-,-,0.0,72.5524,500.5576,0.0,0.0,573.11,12664.03,120.95,11420.47,1122.61,-,08-16-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,115.62213438735178,17831.93,4.7
4728,SDART0201700003,"=""3981045""",09/01/2017,09-30-2017,SC,02/2011,25863.43,72,11/2017,0.1387,1,1,-,03/2011,True,1,2,0,SATURN,Outlook-V6,2,2010,3,23175.0,98,Bureau,593,3,3,0,0.1405852,MS,-,3,False,1,6954.47,0.0,0.1387,0.1387,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,8414.89,100.42,6954.47,1360.0,-,08-09-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,111.60056094929882,18908.96,4.9
4858,SDART0201700003,"=""4003500""",09/01/2017,09-30-2017,SC,10/2012,16129.38,72,10/2018,0.1059,1,1,-,11/2012,False,1,2,0,CHEVROLET TRUCK,S10 Pickup-V6,2,2004,2,14998.0,98,Bureau,662,3,3,0,0.09166881,PA,-,14,False,1,3972.19,0.0,0.1059,0.1059,0.03,-,-,0.0,35.1432,268.4868,0.0,0.0,303.63,4007.92,35.73,3972.19,0.0,-,08-14-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,107.5435391385518,12157.189999999999,4.8
4926,SDART0201700003,"=""4029058""",09/01/2017,09-30-2017,SC,09/2012,19642.94,72,10/2018,0.1534,1,1,-,10/2012,True,1,2,0,CHEVROLET,Malibu-4 Cyl.,2,2011,1,15125.0,98,Bureau,588,3,3,0,0.13840614,IN,-,14,False,1,4989.7,0.0,0.1534,0.1534,0.03,-,-,0.0,63.7772,355.2128,0.0,0.0,418.99,5015.29,25.59,4989.7,0.0,-,09-12-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,129.8706776859504,14653.239999999998,3.5
4940,SDART0201700003,"=""4024425""",09/01/2017,09-30-2017,SC,10/2012,18997.16,72,10/2018,0.1649,1,1,-,11/2012,True,1,2,0,Chevrolet,TrailBlazer,2,2007,3,20998.0,98,Bureau,556,2,2,0,0.13347107,NV,-,14,False,1,5568.22,0.0,0.1649,0.1649,0.03,-,-,0.0,70.3624,346.8676,0.0,0.0,417.23,5728.75,85.53,5568.22,75.0,-,07-31-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,90.47128297933136,13428.939999999999,4.9
4973,SDART0201700003,"=""3987650""",09/01/2017,09-30-2017,SC,10/2012,23666.74,72,10/2018,0.22,1,1,-,11/2012,True,1,2,0,TOYOTA,Tundra CrewMax-V8,2,2008,2,25425.0,98,Bureau,505,3,3,0,0.14610565,NC,-,14,False,1,4888.83,0.0,0.22,0.22,0.03,-,-,0.0,133.5427,461.1073,0.0,0.0,594.65,5006.75,117.92,4888.83,0.0,-,09-20-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,93.08452310717799,18777.910000000003,4.4
5055,SDART0201700003,"=""4019744""",09/01/2017,09-30-2017,SC,10/2012,28151.63,72,03/2019,0.077,1,1,-,11/2012,True,1,2,0,DODGE,Charger-V6,2,2011,1,25925.0,98,Bureau,706,2,2,0,0.09056499,IL,-,19,False,1,9881.3,0.0,0.077,0.077,0.03,-,-,0.0,40.9933,448.4867,0.0,0.0,489.48,10542.47,149.08,9881.3,512.09,-,09-14-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,108.58873674059788,18270.33,5.0
5062,SDART0201700003,"=""4037619""",09/01/2017,09-30-2017,SC,10/2012,18950.75,72,10/2018,0.1259,1,1,-,11/2012,True,1,2,0,MERCURY,GRAND MARQUIS,2,2010,1,13325.0,98,Bureau,654,2,2,0,0.14005556,MS,-,14,False,1,5267.28,0.0,0.1259,0.1259,0.03,-,-,0.0,49.5873,326.7427,0.0,0.0,376.33,5341.79,54.51,5267.28,20.0,-,08-06-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,142.21951219512195,13683.470000000001,4.9
5153,SDART0201700003,"=""3985455""",09/01/2017,09-30-2017,SC,10/2012,10419.36,60,11/2017,0.1389,1,1,-,11/2012,False,1,2,0,Chrysler,PT Cruiser,2,2005,1,6750.0,3,Bureau,640,2,2,0,0.08061667,CO,-,3,False,1,1096.68,0.0,0.1389,0.1389,0.03,-,-,0.0,5.5031,236.3469,0.0,0.0,241.85,1139.64,27.96,1096.68,15.0,-,07-02-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,154.3608888888889,9322.68,3.0
5203,SDART0201700003,"=""4045728""",09/01/2017,09-30-2017,SC,10/2012,20530.0,72,01/2019,0.1667,1,1,-,11/2012,True,1,2,0,CHEVROLET,Sonic,1,2013,1,15784.11,98,Bureau,523,2,2,1,0.06331111,GA,-,17,False,1,10042.48,0.0,0.1667,0.1667,0.03,-,-,0.0,77.1625,375.7775,0.0,0.0,452.94,10631.19,155.94,10042.48,432.77,-,08-09-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,130.0675172689496,10487.52,4.5
5234,SDART0201700003,"=""4044896""",09/01/2017,09-30-2017,SC,10/2012,8109.5,60,01/2018,0.1189,1,1,-,11/2012,True,1,2,0,DODGE,DAKOTA,2,2005,2,7625.0,98,Bureau,655,2,2,1,0.03259783,IN,-,5,False,1,888.33,0.0,0.1189,0.1189,0.03,-,-,0.0,3.5135,176.4265,0.0,0.0,179.94,904.53,16.2,888.33,0.0,-,07-17-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.35409836065574,7221.17,3.5
5247,SDART0201700003,"=""4034665""",09/01/2017,09-30-2017,SC,10/2012,15526.0,72,01/2019,0.24,1,1,-,11/2012,True,1,2,0,NISSAN,Altima-4 Cyl.,2,2010,1,16500.0,98,Bureau,-,3,3,0,0.1309435,DC,-,17,False,1,7615.7,0.0,0.24,0.24,0.03,-,-,0.0,96.2857,312.4643,0.0,0.0,408.75,9069.38,225.34,7615.7,1228.34,-,08-15-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,94.0969696969697,7910.3,6.0
5268,SDART0201700003,"=""4035717""",09/01/2017,09-30-2017,SC,10/2012,20483.58,72,10/2018,0.1469,1,1,-,11/2012,True,1,2,0,HONDA,Accord-4 Cyl.,2,2012,1,16825.0,98,Bureau,599,2,2,0,0.12917492,GA,-,14,False,1,5500.46,0.0,0.1469,0.1469,0.03,-,-,0.0,66.5731,363.1069,0.0,0.0,429.68,5573.51,73.05,5500.46,0.0,-,08-18-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,121.74490341753344,14983.120000000003,4.5
5360,SDART0201700003,"=""4051695""",09/01/2017,09-30-2017,SC,10/2012,10509.23,72,10/2018,0.2516,1,1,-,11/2012,False,1,2,0,TOYOTA,Tacoma-4 Cyl.,2,2004,2,8700.0,98,Bureau,598,3,2,1,0.06918372,NC,-,14,False,1,1840.83,0.0,0.2516,0.2516,0.03,-,-,0.0,71.7714,212.3486,0.0,0.0,284.12,1940.58,99.75,1840.83,0.0,-,09-09-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,120.79574712643677,8668.4,4.4
5395,SDART0201700003,"=""4049997""",09/01/2017,09-30-2017,SC,10/2012,20245.57,72,10/2018,0.0539,1,1,-,11/2012,True,1,2,0,CHEVROLET,Malibu-4 Cyl.,2,2011,1,17625.0,98,Bureau,737,2,3,0,0.11665019,NC,-,14,False,1,4777.07,0.0,0.0539,0.0539,0.03,-,-,0.0,19.3575,310.3725,0.0,0.0,329.73,4806.0,28.93,4777.07,0.0,-,07-27-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,114.86848226950355,15468.5,4.4
5398,SDART0201700003,"=""4050104""",09/01/2017,09-30-2017,SC,10/2012,16902.88,72,10/2018,0.1634,1,1,-,11/2012,True,1,2,0,Nissan,Versa,1,2012,1,16604.0,98,Bureau,657,2,2,0,0.15409583,CA,-,14,False,1,4515.18,0.0,0.1634,0.1634,0.03,-,-,0.0,63.7959,306.0341,0.0,0.0,369.83,4575.82,60.64,4515.18,0.0,-,08-13-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,101.80004818116117,12387.7,4.5
5555,SDART0201700003,"=""4064448""",09/01/2017,09-30-2017,SC,10/2012,31723.24,72,02/2019,0.1275,1,1,-,12/2012,True,2,2,1,Dodge,Journey,1,2013,3,24074.0,98,Bureau,636,2,2,0,0.13248958,GA,-,18,False,1,14151.87,0.0,0.1275,0.1275,0.03,-,-,0.0,89.9243,542.7157,0.0,0.0,632.64,14240.85,88.98,14151.87,0.0,-,08-20-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,131.7738639195813,17571.370000000003,4.5
5559,SDART0201700003,"=""4064672""",09/01/2017,09-30-2017,SC,10/2012,15003.73,72,10/2018,0.181,1,1,-,11/2012,True,1,2,0,DODGE TRUCK,Ram 3500 Pickup-V8,2,2006,2,14400.0,98,Bureau,535,2,2,0,0.07589199,IL,-,14,False,1,3926.88,0.0,0.181,0.181,0.03,-,-,0.0,65.0029,278.0471,0.0,0.0,343.05,3985.3,58.42,3926.88,0.0,-,08-11-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,104.19256944444444,11076.849999999999,5.0
