,assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalInterestOnlyTermNumber,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,reportingPeriodModificationIndicator,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,servicerAdvancedAmount,interestPaidThroughDate,zeroBalanceEffectiveDate,zeroBalanceCode,currentDelinquencyStatus,primaryLoanServicerName,mostRecentServicingTransferReceivedDate,assetSubjectDemandIndicator,assetSubjectDemandStatusCode,repurchaseAmount,DemandResolutionDate,repurchaserName,repurchaseReplacementReasonCode,chargedoffPrincipalAmount,recoveredAmount,modificationTypeCode,paymentExtendedNumber,repossessedIndicator,repossessedProceedsAmount,LTV,loanDiff,StateUnemployment
56317,DRIVE0201700003,"=""17272115""",02/01/2018,02-28-2018,SC,08/2017,16836.0,72,08/2023,0.2799,1,1,-,09/2017,True,1,2,0,NISSAN,Altima,2,2016,1,17300.0,98,Bureau,573,2,2,0,0.14546115,GA,-,67,False,1,16836.0,3994.99,0.2799,0.0,0.04,-,-,793.91,381.4337,103.4463,0.0,0.0,484.88,0.0,0.0,0.0,0.0,-,10-21-2017,02/2018,4,113,SC,-,False,-,-,-,-,-,16836.00,9303.05,-,0,True,9303.05,97.31791907514452,0.0,4.5
56365,DRIVE0201700003,"=""17280119""",02/01/2018,02-28-2018,SC,08/2017,23790.0,72,08/2023,0.1817,1,1,-,09/2017,True,1,2,0,TOYOTA,Camry,2,2016,1,19900.0,98,Bureau,552,2,2,0,0.10165741,NJ,-,67,False,1,23790.0,5225.94,0.1814,0.0,0.04,-,-,102.29,344.3287,200.5613,23790.0,0.0,544.89,0.0,0.0,0.0,0.0,-,09-19-2017,02/2018,3,121,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,119.54773869346734,0.0,4.6
56400,DRIVE0201700003,"=""17290905""",02/01/2018,02-28-2018,SC,08/2017,22581.0,75,12/2023,0.2176,1,1,-,09/2017,True,1,2,0,DODGE,Dart,1,2016,1,22598.0,98,Bureau,569,2,2,0,0.17175692,SC,-,71,False,1,0.0,5697.63,0.0,0.0,0.04,-,-,962.0,394.5285,158.6615,0.0,0.0,553.19,0.0,0.0,0.0,0.0,-,-,02/2018,3,137,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,99.92477210372599,22581.0,4.4
56447,DRIVE0201700003,"=""17306020""",02/01/2018,02-28-2018,SC,08/2017,44493.63,72,09/2023,0.1393,1,1,-,09/2017,True,1,2,0,ACURA,TLX,1,2018,1,41779.57,98,Bureau,577,2,2,0,0.10038294,GA,-,68,False,1,303.11,0.0,0.1338,0.1338,0.04,-,-,0.0,490.5316,424.6284,0.0,0.0,915.16,307.0,3.89,303.11,0.0,-,01-10-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.49614153520488,44190.52,4.5
56450,DRIVE0201700003,"=""17281651""",02/01/2018,02-28-2018,SC,08/2017,12403.0,60,09/2022,0.2109,1,1,-,09/2017,True,1,2,0,HYUNDAI,Sonata,2,2016,1,11900.0,98,Bureau,552,2,2,0,0.06257535,MO,-,56,False,1,12403.0,3538.67,0.2109,0.0,0.04,-,-,84.7,206.1584,130.0116,12403.0,0.0,336.17,0.0,0.0,0.0,0.0,-,-,02/2018,3,143,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,104.22689075630251,0.0,3.7
56456,DRIVE0201700003,"=""17305648""",02/01/2018,02-28-2018,SC,08/2017,21845.0,72,09/2023,0.2499,1,1,-,09/2017,True,1,2,0,MITSUBISHI,Outlander Sport,1,2017,3,22069.3,98,Bureau,499,2,2,0,0.10426316,NC,-,68,False,1,21845.0,6474.94,0.2499,0.0,0.04,-,-,784.13,438.9381,149.3719,21845.0,0.0,588.31,0.0,0.0,0.0,0.0,-,-,02/2018,3,147,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,98.98365602896332,0.0,4.5
56462,DRIVE0201700003,"=""17315373""",02/01/2018,02-28-2018,SC,08/2017,21158.26,72,08/2023,0.2057,1,1,-,09/2017,True,1,2,0,TOYOTA,Tundra,2,2011,2,17425.0,98,Bureau,741,2,2,0,0.16111318,FL,-,67,False,1,21158.26,4940.0,0.2057,0.0,0.04,-,-,0.0,347.9032,165.9168,21158.26,0.0,513.82,0.0,0.0,0.0,0.0,-,09-29-2017,02/2018,3,120,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,121.42473457675753,0.0,3.9
56500,DRIVE0201700003,"=""17285436""",02/01/2018,02-28-2018,SC,08/2017,23188.53,72,08/2023,0.18,1,1,-,09/2017,True,1,2,0,JEEP,Renegade,1,2017,3,22533.0,98,Bureau,529,2,2,0,0.13876302,TX,-,67,False,1,23188.53,3831.16,0.18,0.0,0.04,-,-,721.28,332.372,196.508,0.0,0.0,528.88,0.0,0.0,0.0,0.0,-,11-09-2017,02/2018,4,99,SC,-,False,-,-,-,-,-,23188.53,14932.00,-,0,True,14932.00,102.90919984023432,0.0,4.0
56510,DRIVE0201700003,"=""17296144""",02/01/2018,02-28-2018,SC,07/2017,20266.0,72,08/2023,0.2369,1,1,-,09/2017,True,2,2,0,TOYOTA,Tundra,2,2011,2,20425.0,98,Bureau,556,2,2,0,0.15281714,SC,-,67,False,1,20266.0,5457.32,0.2369,0.0,0.04,-,-,2311.34,385.3859,144.3441,20266.0,0.0,529.73,0.0,0.0,0.0,0.0,-,09-04-2017,02/2018,3,142,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,99.22154222766217,0.0,4.4
56516,DRIVE0201700003,"=""17319832""",02/01/2018,02-28-2018,SC,08/2017,25159.02,72,09/2023,0.21,1,1,-,10/2017,True,2,2,0,TOYOTA,Camry,1,2017,1,22853.13,98,Bureau,588,2,2,1,0.10043548,MA,-,68,False,1,25159.02,5227.61,0.21,0.0,0.04,-,-,623.0,425.9016,191.3984,25159.02,0.0,617.3,0.0,0.0,0.0,0.0,-,10-02-2017,02/2018,3,117,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,110.09004018267956,0.0,3.5
56521,DRIVE0201700003,"=""17285720""",02/01/2018,02-28-2018,SC,08/2017,24350.0,75,11/2023,0.18,1,1,-,09/2017,True,1,2,0,JEEP,Cherokee-4 Cyl.,1,2017,3,27973.0,98,Bureau,535,3,3,0,0.15358246,MO,-,70,False,1,24350.0,5280.89,0.18,0.0,0.04,-,-,139.4,350.0952,192.9248,24350.0,0.0,543.02,0.0,0.0,0.0,0.0,-,09-16-2017,02/2018,3,135,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,87.04822507417867,0.0,3.7
56548,DRIVE0201700003,"=""17318577""",02/01/2018,02-28-2018,SC,08/2017,16936.0,72,09/2023,0.2333,1,1,-,10/2017,True,2,2,0,NISSAN,Sentra,1,2017,1,19045.0,98,Bureau,489,2,2,0,0.16415185,NV,-,68,False,1,16936.0,3901.41,0.232,0.0,0.04,-,-,900.0,319.3449,119.6651,16936.0,0.0,439.01,0.0,0.0,0.0,0.0,-,09-24-2017,02/2018,3,119,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,88.92622735626149,0.0,4.9
56654,DRIVE0201700003,"=""17331924""",02/01/2018,02-28-2018,SC,08/2017,14302.32,72,09/2023,0.2361,1,1,-,09/2017,True,1,2,0,FORD,Focus,2,2016,1,11175.0,98,Bureau,575,2,1,0,0.13599125,GA,-,68,False,1,14302.32,3263.13,0.2361,0.0,0.04,-,-,640.3,272.0122,101.1478,14302.32,0.0,373.16,0.0,0.0,0.0,0.0,-,09-23-2017,02/2018,3,119,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,127.98496644295301,0.0,4.5
56661,DRIVE0201700003,"=""17332172""",02/01/2018,02-28-2018,SC,08/2017,16899.68,72,08/2023,0.2381,1,1,-,09/2017,True,1,2,0,NISSAN,Pathfinder,2,2013,3,15700.0,98,Bureau,-,2,2,0,0.058825,FL,-,67,False,1,16899.68,4193.33,0.2381,0.0,0.04,-,-,1051.7,323.1081,119.8619,16899.68,0.0,442.97,0.0,0.0,0.0,0.0,-,09-26-2017,02/2018,3,120,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,107.64127388535032,0.0,3.9
56686,DRIVE0201700003,"=""17353904""",02/01/2018,02-28-2018,SC,08/2017,24495.1,75,12/2023,0.2026,1,1,-,10/2017,True,2,2,0,DODGE,Charger,1,2017,1,31661.0,98,Bureau,-,3,3,0,0.1567232,IL,-,71,False,1,24495.1,6095.64,0.2026,0.0,0.04,-,-,145.75,400.6835,177.6265,24495.1,0.0,578.31,0.0,0.0,0.0,0.0,-,-,02/2018,3,144,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,77.36679195224409,0.0,4.7
56700,DRIVE0201700003,"=""17354278""",02/01/2018,02-28-2018,SC,08/2017,13959.77,72,08/2023,0.1756,1,1,-,09/2017,True,1,2,0,FORD,Focus,2,2016,1,10875.0,98,Bureau,730,2,2,1,0.11564151,FL,-,67,False,1,2708.59,0.0,0.1756,0.1756,0.04,-,-,0.0,195.9422,118.9878,2708.59,0.0,314.93,0.0,0.0,0.0,0.0,-,02-22-2018,02/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,128.3657011494253,11251.18,3.9
56722,DRIVE0201700003,"=""17352828""",02/01/2018,02-28-2018,SC,08/2017,37381.0,60,09/2022,0.1452,1,1,-,10/2017,True,2,2,0,CHEVROLET TRUCK,Suburban,2,2015,3,41625.0,98,Bureau,597,2,2,1,0.04389222,IN,-,56,False,1,33778.47,0.0,0.1452,0.1452,0.04,-,-,0.0,428.5536,451.3464,0.0,0.0,879.9,34625.02,846.55,33778.47,0.0,-,12-14-2017,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,89.80420420420421,3602.529999999999,3.2
56778,DRIVE0201700003,"=""17332311""",02/01/2018,02-28-2018,SC,08/2017,15097.0,72,09/2023,0.2381,1,1,-,10/2017,True,2,2,0,CHEVROLET TRUCK,Equinox,2,2013,3,12650.0,98,Bureau,576,2,2,1,0.1248875,IL,-,68,False,1,15097.0,4210.87,0.2331,0.0,0.04,-,-,1105.96,290.6589,105.0611,15097.0,0.0,395.72,0.0,0.0,0.0,0.0,-,-,02/2018,3,145,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,119.34387351778656,0.0,4.7
56783,DRIVE0201700003,"=""17314521""",02/01/2018,02-28-2018,SC,08/2017,15516.84,72,08/2023,0.2401,1,1,-,09/2017,True,1,2,0,NISSAN,Versa,1,2017,1,15133.0,98,Bureau,585,2,2,0,0.17043784,AL,-,67,False,1,15516.84,4117.55,0.2398,0.0,0.04,-,-,103.1,299.1762,109.4238,15516.84,0.0,408.6,0.0,0.0,0.0,0.0,-,09-18-2017,02/2018,3,132,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,102.53644353399855,0.0,3.7
56838,DRIVE0201700003,"=""17353603""",02/01/2018,02-28-2018,SC,08/2017,22859.64,72,09/2023,0.1945,1,1,-,10/2017,True,2,2,0,CHEVROLET,Cruze,1,2017,1,20058.32,98,Bureau,595,2,2,0,0.12920759,IL,-,68,False,1,22859.64,5521.21,0.1945,0.0,0.04,-,-,20.0,357.7919,182.4981,22859.64,0.0,540.29,0.0,0.0,0.0,0.0,-,-,02/2018,3,138,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,113.96587550702154,0.0,4.7
56854,DRIVE0201700003,"=""17325396""",02/01/2018,02-28-2018,SC,08/2017,7693.14,60,08/2022,0.2199,1,1,-,09/2017,True,1,2,0,NISSAN,Sentra-4 Cyl.,2,2010,1,6525.0,98,Bureau,551,2,2,0,0.09651818,TX,-,55,False,1,5317.66,888.69,0.2199,0.2199,0.04,-,-,0.0,134.2169,78.2131,5317.66,0.0,212.43,0.0,0.0,0.0,0.0,-,09-08-2017,02/2018,3,12,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,117.90252873563219,2375.4800000000005,4.0
56861,DRIVE0201700003,"=""17348498""",02/01/2018,02-28-2018,SC,08/2017,9952.45,60,09/2022,0.19,1,1,-,10/2017,True,2,2,0,NISSAN,Rogue-4 Cyl.,2,2011,3,7550.0,98,Bureau,631,2,2,0,0.06341214,CT,-,56,False,1,1196.35,0.0,0.19,0.19,0.04,-,-,0.0,150.2216,107.9484,0.0,0.0,258.17,1214.41,18.06,1196.35,0.0,-,01-21-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,131.8205298013245,8756.1,4.6
56866,DRIVE0201700003,"=""17348512""",02/01/2018,02-28-2018,SC,08/2017,17151.19,72,09/2023,0.1849,1,1,-,10/2017,True,2,2,0,NISSAN,Sentra,2,2014,1,13400.0,98,Bureau,620,2,2,0,0.10591584,VA,-,68,False,1,17151.19,3920.71,0.1794,0.0,0.04,-,-,98.35,254.9077,141.0423,17151.19,0.0,395.95,0.0,0.0,0.0,0.0,-,-,02/2018,3,138,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,127.99395522388059,0.0,3.5
56868,DRIVE0201700003,"=""17358341""",02/01/2018,02-28-2018,SC,08/2017,10765.87,72,09/2023,0.2351,1,1,-,10/2017,True,2,2,0,CHRYSLER,200,2,2013,1,8725.0,98,Bureau,594,2,2,0,0.06288444,IL,-,68,False,1,10765.87,2539.63,0.1992,0.0,0.04,-,-,1077.91,204.597,75.643,10765.87,0.0,280.24,0.0,0.0,0.0,0.0,-,-,02/2018,3,138,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,123.39106017191979,0.0,4.7
56917,DRIVE0201700003,"=""17358690""",02/01/2018,02-28-2018,SC,08/2017,28523.0,75,12/2023,0.2437,1,1,-,10/2017,True,2,2,0,CHRYSLER,300,1,2017,1,35195.0,98,Bureau,-,3,3,1,0.07810509,MI,-,71,False,1,28523.0,8127.41,0.2437,0.0,0.04,-,-,150.28,563.647,180.303,28523.0,0.0,743.95,0.0,0.0,0.0,0.0,-,-,02/2018,3,135,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,81.04276175593124,0.0,4.8
56940,DRIVE0201700003,"=""17359676""",02/01/2018,02-28-2018,SC,08/2017,17362.0,72,08/2023,0.21,1,1,-,09/2017,True,1,2,0,KIA,Rio,1,2017,1,15920.0,98,Bureau,487,3,3,0,0.19782588,OK,-,67,False,1,17362.0,4291.37,0.21,0.0,0.04,-,-,100.0,291.6148,134.3752,17362.0,0.0,425.99,0.0,0.0,0.0,0.0,-,09-15-2017,02/2018,3,129,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,109.05778894472363,0.0,4.1
57017,DRIVE0201700003,"=""17360326""",02/01/2018,02-28-2018,SC,08/2017,9608.0,36,09/2020,0.2044,1,1,-,10/2017,True,2,2,0,DODGE TRUCK,Dakota Pickup-V6,2,2009,2,12075.0,98,Bureau,516,2,2,1,0.036224,OK,-,32,False,1,9608.0,3168.82,0.2044,0.0,0.04,-,-,125.0,148.2358,210.9942,9608.0,0.0,359.23,0.0,0.0,0.0,0.0,-,-,02/2018,3,138,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,79.56935817805383,0.0,4.1
57025,DRIVE0201700003,"=""17326356""",02/01/2018,02-28-2018,SC,07/2017,25348.44,75,11/2023,0.1988,1,1,-,09/2017,True,2,2,0,DODGE TRUCK,ProMaster City,1,2017,1,25017.0,98,Bureau,601,2,2,1,0.14231158,IN,-,70,False,1,25348.44,5956.37,0.1988,0.0,0.04,-,-,37.0,403.5812,189.2288,25348.44,0.0,592.81,0.0,0.0,0.0,0.0,-,09-11-2017,02/2018,3,125,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,101.32485909581483,0.0,3.2
57029,DRIVE0201700003,"=""17343754""",02/01/2018,02-28-2018,SC,08/2017,13309.75,72,09/2023,0.2799,1,1,-,10/2017,True,2,2,0,CHEVROLET,Malibu-4 Cyl.,2,2012,1,10998.0,98,Bureau,-,2,2,0,0.08210883,GA,-,68,False,1,13309.75,3429.75,0.2799,0.0,0.04,-,-,920.62,302.4792,80.8508,13309.75,0.0,383.33,0.0,0.0,0.0,0.0,-,10-03-2017,02/2018,3,111,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,121.01973086015639,0.0,4.5
57089,DRIVE0201700003,"=""17349029""",02/01/2018,02-28-2018,SC,08/2017,6511.76,48,08/2021,0.1406,1,1,-,09/2017,True,1,2,0,Honda,Fit,2,2015,1,13487.0,98,Bureau,-,2,2,0,0.15435875,CA,-,43,False,1,201.66,0.0,0.1404,0.1404,0.04,-,-,0.0,70.1946,107.9454,0.0,0.0,178.14,204.14,2.48,201.66,0.0,-,01-09-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,48.281752798991626,6310.1,4.3
57100,DRIVE0201700003,"=""17331280""",02/01/2018,02-28-2018,SC,08/2017,24807.0,75,12/2023,0.2799,1,1,-,10/2017,True,2,2,0,CHRYSLER,200,1,2017,1,25244.0,98,Bureau,-,2,2,1,0.10638457,AL,-,71,False,1,24807.0,7702.14,0.2799,0.0,0.04,-,-,1041.71,564.9963,138.4237,24807.0,0.0,703.42,0.0,0.0,0.0,0.0,-,-,02/2018,3,125,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,98.26889557914753,0.0,3.7
57106,DRIVE0201700003,"=""17331314""",02/01/2018,02-28-2018,SC,08/2017,16007.49,72,09/2023,0.2799,1,1,-,10/2017,True,2,2,0,KIA,Rio,1,2017,1,16294.0,98,Bureau,-,3,3,0,0.13461894,MO,-,68,False,1,16007.49,5191.6,0.2799,0.0,0.04,-,-,116.55,363.7989,97.2211,16007.49,0.0,461.02,0.0,0.0,0.0,0.0,-,-,02/2018,3,148,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,98.24162268319627,0.0,3.7
57169,DRIVE0201700003,"=""17435723""",02/01/2018,02-28-2018,SC,08/2017,13589.63,48,09/2021,0.25,1,1,-,10/2017,True,2,2,0,GMC LIGHT DUTY,Terrain,2,2011,3,11400.0,98,Bureau,505,3,3,0,0.14799702,OH,-,44,False,1,13589.63,4260.73,0.2317,0.0,0.04,-,-,860.23,266.8602,183.7298,13589.63,0.0,450.59,0.0,0.0,0.0,0.0,-,-,02/2018,3,121,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,119.20728070175437,0.0,4.5
57210,DRIVE0201700003,"=""17421126""",02/01/2018,02-28-2018,SC,08/2017,23004.0,72,09/2023,0.1776,1,1,-,10/2017,True,2,2,0,BMW,4 Series,2,2014,1,26350.0,98,Bureau,516,3,3,0,0.16139051,FL,-,68,False,1,22971.13,3231.09,0.1776,0.0,0.04,-,-,735.52,328.0924,193.4576,22971.13,0.0,521.55,0.0,0.0,0.0,0.0,-,10-02-2017,02/2018,3,117,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,87.30170777988616,32.86999999999898,3.9
57228,DRIVE0201700003,"=""17421100""",02/01/2018,02-28-2018,SC,09/2017,24813.77,72,09/2023,0.18,1,1,-,10/2017,True,1,2,0,TOYOTA,Tacoma,2,2016,2,23875.0,98,Bureau,616,2,2,0,0.09854649,TX,-,68,False,1,24813.77,5464.7,0.18,0.0,0.04,-,-,85.5,358.7791,207.1709,24813.77,0.0,565.95,0.0,0.0,0.0,0.0,-,-,02/2018,3,120,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,103.93202094240839,0.0,4.0
57277,DRIVE0201700003,"=""17421187""",02/01/2018,02-28-2018,SC,09/2017,13574.6,72,09/2023,0.2702,1,1,-,10/2017,True,1,2,0,Toyota,Prius,2,2006,1,10998.0,98,Bureau,587,2,2,1,0.06340066,CA,-,68,False,1,2825.7,322.54,0.2702,0.2702,0.04,-,-,0.0,297.7277,84.9423,2825.7,0.0,382.67,0.0,0.0,0.0,0.0,-,12-17-2017,02/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,123.42789598108747,10748.900000000001,4.3
57303,DRIVE0201700003,"=""17435906""",02/01/2018,02-28-2018,SC,09/2017,18685.3,72,10/2023,0.1876,1,1,-,11/2017,True,2,2,0,BUICK,Regal,2,2014,1,15899.0,98,Bureau,618,2,1,0,0.175052,MD,-,69,False,1,18319.7,0.0,0.1876,0.1876,0.04,-,-,0.0,284.1825,150.0575,0.0,0.0,434.24,18780.17,460.47,18319.7,0.0,-,02-01-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,117.52500157242594,365.59999999999854,4.2
57390,DRIVE0201700003,"=""17445555""",02/01/2018,02-28-2018,SC,09/2017,20835.75,72,10/2023,0.2019,1,1,-,10/2017,True,1,2,0,CHEVROLET TRUCK,Traverse,2,2014,3,19599.0,98,Bureau,571,2,1,0,0.13489764,GA,-,69,False,1,20348.06,0.0,0.2019,0.2019,0.04,-,-,0.0,340.1512,161.2188,0.0,0.0,501.37,20888.33,540.27,20348.06,0.0,-,01-11-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.3102709321904,487.6899999999987,4.5
57406,DRIVE0201700003,"=""17445567""",02/01/2018,02-28-2018,SC,09/2017,20326.64,72,09/2023,0.1734,1,1,-,10/2017,True,1,2,0,GMC,Acadia,2,2012,3,17907.0,98,Bureau,608,2,2,0,0.12088158,AZ,-,68,False,1,20326.64,4455.65,0.1734,0.0,0.04,-,-,60.0,282.8851,173.1649,20326.64,0.0,456.05,0.0,0.0,0.0,0.0,-,-,02/2018,3,129,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,113.51225777628859,0.0,4.9
57442,DRIVE0201700003,"=""17419827""",02/01/2018,02-28-2018,SC,09/2017,13277.0,72,09/2023,0.1879,1,1,-,10/2017,True,1,2,0,TOYOTA,Camry-4 Cyl.,2,2012,1,10850.0,98,Bureau,614,2,2,0,0.10586731,SC,-,68,False,1,12760.08,0.0,0.1872,0.1872,0.04,-,-,0.0,201.428,107.352,0.0,0.0,308.78,13040.84,280.76,12760.08,0.0,-,02-14-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,122.36866359447005,516.9200000000001,4.4
57489,DRIVE0201700003,"=""17419855""",02/01/2018,02-28-2018,SC,09/2017,18862.29,72,09/2023,0.2288,1,1,-,10/2017,True,1,2,0,NISSAN,Altima,2,2016,1,18850.0,98,Bureau,457,2,2,1,0.06958493,LA,-,68,False,1,18827.36,0.0,0.221,0.221,0.04,-,-,0.0,348.6413,135.1987,0.0,0.0,483.84,18932.74,58.58,18827.36,46.8,-,01-19-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,100.06519893899204,34.93000000000029,4.5
57494,DRIVE0201700003,"=""17409541""",02/01/2018,02-28-2018,SC,09/2017,12508.09,72,09/2023,0.2179,1,1,-,10/2017,True,1,2,0,Ford,Taurus,2,2013,1,11849.0,3,Bureau,570,2,2,1,0.04854769,UT,-,68,False,1,12508.09,3169.29,0.2178,0.0,0.04,-,-,120.0,219.9003,92.8197,12508.09,0.0,312.72,0.0,0.0,0.0,0.0,-,-,02/2018,3,124,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,105.56241032998565,0.0,3.1
57537,DRIVE0201700003,"=""17409509""",02/01/2018,02-28-2018,SC,08/2017,18674.44,72,08/2023,0.1239,1,1,-,09/2017,True,1,2,0,JEEP,Cherokee-4 Cyl.,2,2015,3,19250.0,98,Bureau,811,2,2,1,0.11297174,ME,-,67,False,1,17595.49,0.0,0.1239,0.1239,0.04,-,-,0.0,183.5354,185.3546,0.0,0.0,368.89,17708.97,113.48,17595.49,0.0,-,12-25-2017,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,97.01007792207793,1078.949999999997,2.9
57562,DRIVE0201700003,"=""17445652""",02/01/2018,02-28-2018,SC,09/2017,37781.33,75,01/2024,0.1549,1,1,-,11/2017,True,2,2,0,Jeep,Grand Cherokee,1,2017,3,36451.0,98,Bureau,621,2,2,0,0.158888,CA,-,72,False,1,37781.33,6282.69,0.1549,0.0,0.04,-,-,752.44,473.8417,315.5083,37781.33,0.0,789.35,0.0,0.0,0.0,0.0,-,-,02/2018,3,117,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,103.64963924172177,0.0,4.3
57566,DRIVE0201700003,"=""17419985""",02/01/2018,02-28-2018,SC,09/2017,16279.75,60,09/2022,0.1923,1,1,-,10/2017,True,1,2,0,MAZDA,CX-9-V6,2,2011,3,12075.0,98,Bureau,521,2,2,1,0.05150482,GA,-,56,False,1,2606.58,326.29,0.1923,0.1923,0.04,-,-,0.0,248.8689,175.5011,2606.58,0.0,424.37,0.0,0.0,0.0,0.0,-,11-07-2017,02/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,134.82194616977225,13673.17,4.5
57578,DRIVE0201700003,"=""17436139""",02/01/2018,02-28-2018,SC,09/2017,17012.03,72,10/2023,0.1898,1,1,-,11/2017,True,2,2,0,JEEP,Patriot,2,2016,3,13425.0,98,Bureau,581,2,2,0,0.13353,OH,-,69,False,1,16568.59,0.0,0.1898,0.1898,0.04,-,-,0.0,261.833,135.657,0.0,0.0,397.49,16654.74,86.15,16568.59,0.0,-,01-31-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.71903165735567,443.4399999999987,4.5
57677,DRIVE0201700003,"=""17445762""",02/01/2018,02-28-2018,SC,09/2017,16741.15,72,09/2023,0.2089,1,1,-,10/2017,True,1,2,0,KIA,Rio,1,2017,1,16580.0,98,Bureau,623,2,2,0,0.07448727,IL,-,68,False,1,16741.15,4077.34,0.2089,0.0,0.04,-,-,81.92,282.9834,126.6966,16741.15,0.0,409.68,0.0,0.0,0.0,0.0,-,-,02/2018,3,132,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,100.97195416164053,0.0,4.7
57683,DRIVE0201700003,"=""17436502""",02/01/2018,02-28-2018,SC,09/2017,16173.0,72,10/2023,0.238,1,1,-,11/2017,True,2,2,0,NISSAN,Versa,1,2017,1,15179.0,98,Bureau,-,2,2,0,0.15018596,SC,-,69,False,1,16173.0,3722.78,0.2375,0.0,0.04,-,-,337.0,313.4225,110.3975,16173.0,0.0,423.82,0.0,0.0,0.0,0.0,-,-,02/2018,3,116,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,106.54852098293695,0.0,4.4
