,assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalInterestOnlyTermNumber,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,reportingPeriodModificationIndicator,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,servicerAdvancedAmount,interestPaidThroughDate,zeroBalanceEffectiveDate,zeroBalanceCode,currentDelinquencyStatus,primaryLoanServicerName,mostRecentServicingTransferReceivedDate,assetSubjectDemandIndicator,assetSubjectDemandStatusCode,repurchaseAmount,DemandResolutionDate,repurchaserName,repurchaseReplacementReasonCode,chargedoffPrincipalAmount,recoveredAmount,modificationTypeCode,paymentExtendedNumber,repossessedIndicator,repossessedProceedsAmount,LTV,loanDiff,StateUnemployment
7804,DRIVE0201700003,"=""4418722""",12/01/2017,12-31-2017,SC,12/2012,19039.59,72,03/2019,0.1059,1,1,-,01/2013,True,1,2,0,JEEP,COMPASS,2,2011,3,14050.0,98,Bureau,626,2,2,0,0.15430347,VA,-,16,True,1,5246.23,0.0,0.1059,0.1059,0.04,-,-,0.0,37.2873,321.1327,0.0,0.0,358.42,5379.68,79.82,5246.23,53.63,-,12-08-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,135.51309608540925,13793.36,3.6
7840,DRIVE0201700003,"=""4436286""",12/01/2017,12-31-2017,SC,11/2012,13205.32,72,01/2019,0.2599,1,1,-,01/2013,True,2,2,0,Chevrolet,HHR,2,2011,1,11597.0,98,Bureau,-,3,3,0,0.1035274,CA,-,14,False,1,4779.05,0.0,0.2599,0.2599,0.04,-,-,0.0,85.4607,278.3193,0.0,0.0,363.78,4956.32,47.64,4779.05,129.63,-,11-24-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,113.86841424506338,8426.27,4.5
7863,DRIVE0201700003,"=""4438600""",12/01/2017,12-31-2017,SC,12/2012,11731.75,72,12/2018,0.1999,1,1,-,01/2013,True,1,2,0,HYUNDAI,Elantra-4 Cyl.,2,2009,1,9450.0,98,Bureau,-,3,3,0,0.13208797,OH,-,13,False,1,684.96,0.0,0.1999,0.1999,0.04,-,-,0.0,52.5404,228.3996,0.0,0.0,280.94,701.84,16.88,684.96,0.0,-,11-04-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,124.14550264550263,11046.79,4.9
7957,DRIVE0201700003,"=""4444477""",12/01/2017,12-31-2017,SC,11/2012,21259.5,72,12/2018,0.1667,1,1,-,01/2013,True,2,2,0,TOYOTA,Camry-4 Cyl.,1,2012,1,24478.71,98,Bureau,591,3,2,1,0.1180075,FL,-,13,False,1,5616.4,0.0,0.1667,0.1667,0.04,-,-,0.0,74.5106,394.5294,0.0,0.0,469.04,5683.09,66.69,5616.4,0.0,-,11-07-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,86.84893934361737,15643.1,3.9
7972,DRIVE0201700003,"=""4445783""",12/01/2017,12-31-2017,SC,12/2012,22762.54,72,11/2021,0.1174,1,1,-,01/2013,True,1,2,0,Chevrolet,Cruze,1,2013,1,19020.0,98,Bureau,639,2,2,0,0.16142909,FL,-,48,False,1,15029.9,858.69,0.1174,0.1174,0.04,-,-,235.28,50.7859,391.1541,15029.9,0.0,441.94,0.0,0.0,0.0,0.0,-,12-14-2017,12/2017,3,11,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,119.67686645636174,7732.640000000001,3.9
7997,DRIVE0201700003,"=""4447417""",12/01/2017,12-31-2017,SC,11/2012,26800.05,72,02/2019,0.1404,1,1,-,01/2013,True,2,2,0,CHEVROLET TRUCK,Silverado 1500-V8,2,2012,2,25825.0,98,Bureau,597,2,2,0,0.12355778,OH,-,15,False,1,7876.18,0.0,0.1404,0.1404,0.04,-,-,0.0,74.8298,477.9802,0.0,0.0,552.81,7907.39,21.21,7876.18,10.0,-,11-28-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,103.7756050338819,18923.87,4.9
8021,DRIVE0201700003,"=""4430071""",12/01/2017,12-31-2017,SC,11/2012,14315.3,72,07/2021,0.2074,1,1,-,01/2013,True,2,2,0,NISSAN,Altima-4 Cyl.,2,2008,1,12500.0,98,Bureau,555,3,3,0,0.16210703,FL,-,44,False,1,11408.36,1390.0,0.12,0.12,0.04,-,-,723.33,67.3291,281.7309,11408.36,0.0,349.06,0.0,0.0,0.0,0.0,-,06-13-2017,12/2017,3,15,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,114.5224,2906.9399999999987,3.9
8167,DRIVE0201700003,"=""4367831""",12/01/2017,12-31-2017,SC,11/2012,20246.0,72,05/2019,0.21,1,1,-,12/2012,True,1,2,0,KIA,Forte,1,2013,1,16945.0,98,Bureau,-,3,2,1,0.1696765,IA,-,18,False,1,0.0,1591.95,0.0,0.06,0.04,-,-,0.0,93.3703,403.3897,0.0,0.0,496.76,0.0,0.0,0.0,0.0,-,09-09-2017,11/2017,4,86,SC,-,False,-,-,-,-,-,0.00,-4325.49,-,0,True,0.00,119.48067276482739,20246.0,2.9
8232,DRIVE0201700003,"=""4453522""",12/01/2017,12-31-2017,SC,12/2012,12222.54,72,11/2018,0.2241,1,1,-,12/2012,False,0,2,0,HYUNDAI,Tucson-4 Cyl.,2,2007,3,8725.0,98,Bureau,530,3,3,0,0.0786207,MI,-,12,False,1,3579.18,0.0,0.2241,0.2241,0.04,-,-,0.0,61.8946,248.1954,0.0,0.0,310.09,3690.37,95.7,3579.18,15.49,-,12-12-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,140.0864183381089,8643.36,4.7
8283,DRIVE0201700003,"=""4442461""",12/01/2017,12-31-2017,SC,12/2012,15334.45,72,02/2019,0.1684,1,1,-,01/2013,False,1,2,0,HYUNDAI,ACCENT,2,2011,1,9975.0,98,Bureau,612,2,1,0,0.06332593,IL,-,15,False,1,174.89,0.0,0.1684,0.1684,0.04,-,-,0.0,54.4636,285.2964,0.0,0.0,339.76,174.89,0.0,174.89,0.0,-,11-13-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,153.72882205513784,15159.560000000001,4.9
8304,DRIVE0201700003,"=""4462453""",12/01/2017,12-31-2017,SC,12/2012,15164.69,72,05/2019,0.1299,1,1,-,01/2013,True,1,2,0,Nissan,Sentra,2,2010,1,11443.0,98,Bureau,647,2,2,0,0.0373122,CA,-,18,False,1,6535.71,0.0,0.1299,0.1299,0.04,-,-,0.0,38.3429,265.9971,0.0,0.0,304.34,6610.15,74.44,6535.71,0.0,-,11-01-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,132.52372629555188,8628.98,4.5
8341,DRIVE0201700003,"=""4460592""",12/01/2017,12-31-2017,SC,11/2012,24009.62,60,04/2018,0.1299,1,1,-,01/2013,True,2,2,0,GMC LIGHT DUTY,Acadia-V6,2,2009,3,24250.0,98,Bureau,595,2,2,0,0.16474047,PA,-,5,False,1,4527.09,0.0,0.1299,0.1299,0.04,-,-,0.0,0.0,0.0,0.0,0.0,0.0,4987.41,116.0,4527.09,344.32,-,09-19-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,99.00874226804123,19482.53,4.8
8362,DRIVE0201700003,"=""4466912""",12/01/2017,12-31-2017,SC,12/2012,18389.75,60,01/2018,0.1199,1,1,-,01/2013,True,1,2,0,NISSAN,Titan King Cab-V8,2,2006,2,14175.0,98,Bureau,637,2,2,0,0.13330103,FL,-,2,False,1,874.01,0.0,0.1199,0.1199,0.04,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1172.98,8.04,874.01,290.93,-,11-25-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,129.7336860670194,17515.74,3.9
8464,DRIVE0201700003,"=""4464100""",12/01/2017,12-31-2017,SC,12/2012,18278.05,72,02/2019,0.1234,1,1,-,01/2013,True,1,2,0,DODGE TRUCK,Journey-V6,2,2010,3,19325.0,98,Bureau,632,2,2,0,0.12248136,OH,-,15,True,1,4816.72,0.0,0.1234,0.1234,0.04,-,-,0.0,44.2571,316.3229,0.0,0.0,360.58,4968.35,1.63,4816.72,150.0,-,11-14-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,94.5824062095731,13461.329999999998,4.9
8474,DRIVE0201700003,"=""4446823""",12/01/2017,12-31-2017,SC,12/2012,31208.03,72,12/2018,0.1677,1,1,-,01/2013,True,1,2,0,INFINITI,G37-V6,2,2009,1,23850.0,98,Bureau,535,3,3,1,0.01849536,NY,-,13,False,1,1483.11,0.0,0.1677,0.1677,0.04,-,-,0.0,113.9469,576.3131,0.0,0.0,690.26,1508.0,24.89,1483.11,0.0,-,12-01-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,130.85127882599582,29724.92,4.7
8503,DRIVE0201700003,"=""4478460""",12/01/2017,12-31-2017,SC,12/2012,14298.3,72,12/2018,0.1594,1,1,-,01/2013,False,1,2,0,CHRYSLER,PT CRUISER,2,2008,1,9475.0,98,Bureau,574,2,2,0,0.16371324,WI,-,13,False,1,2755.27,0.0,0.1594,0.1594,0.04,-,-,0.0,47.1077,262.5723,0.0,0.0,309.68,2767.3,12.03,2755.27,0.0,-,11-24-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,150.90554089709764,11543.029999999999,3.2
8625,DRIVE0201700003,"=""4481803""",12/01/2017,12-31-2017,SC,12/2012,29540.54,72,08/2019,0.1645,1,1,-,01/2013,True,1,2,0,FORD TRUCK,Expedition EL-V8,2,2011,3,34125.0,98,Bureau,511,2,2,1,0.07909939,FL,-,21,False,1,40.99,0.0,0.1645,0.1645,0.04,-,-,0.0,101.4189,546.7111,0.0,0.0,648.13,41.38,0.39,40.99,0.0,-,11-29-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,86.56568498168498,29499.55,3.9
8717,DRIVE0201700003,"=""4487180""",12/01/2017,12-31-2017,SC,12/2012,26765.86,72,01/2019,0.1724,1,1,-,01/2013,True,1,2,0,DODGE TRUCK,Durango-V6,2,2012,3,24998.0,98,Bureau,526,2,2,0,0.12921363,GA,-,14,False,1,7638.11,0.0,0.1724,0.1724,0.04,-,-,0.0,98.0602,500.9698,0.0,0.0,599.03,7841.09,202.98,7638.11,0.0,-,12-02-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,107.07200576046083,19127.75,4.5
8721,DRIVE0201700003,"=""4487273""",12/01/2017,12-31-2017,SC,12/2012,16318.94,72,10/2019,0.18,1,1,-,01/2013,True,1,2,0,NISSAN,Altima-4 Cyl.,2,2011,1,14998.0,98,Bureau,468,3,3,0,0.14217348,AZ,-,23,False,1,6904.45,1046.45,0.18,0.18,0.04,-,-,0.0,63.503,308.697,6904.45,0.0,372.2,0.0,0.0,0.0,0.0,-,10-01-2017,12/2017,3,4,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,108.80744099213229,9414.490000000002,4.7
8752,DRIVE0201700003,"=""4490179""",12/01/2017,12-31-2017,SC,12/2012,16700.0,72,09/2019,0.2074,1,1,-,01/2013,True,1,2,0,DODGE,Charger-V6,2,2009,1,12675.0,98,Bureau,614,3,3,0,0.07463157,SC,-,22,False,1,12635.97,0.0,0.2074,0.2074,0.04,-,-,0.0,81.3182,325.8918,0.0,0.0,407.21,15075.24,326.39,12635.97,2112.88,-,12-18-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,131.75542406311638,4064.0300000000007,4.2
8797,DRIVE0201700003,"=""4492442""",12/01/2017,12-31-2017,SC,12/2012,15887.07,72,02/2019,0.18,1,1,-,01/2013,True,1,2,0,CHRYSLER,200-4 Cyl.,2,2012,1,15599.0,98,Bureau,-,3,2,0,0.17015076,TX,-,15,False,1,1049.92,0.0,0.18,0.18,0.04,-,-,0.0,61.6708,300.6792,0.0,0.0,362.35,1060.0,10.08,1049.92,0.0,-,12-01-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,101.84672094365024,14837.15,4.0
8875,DRIVE0201700003,"=""4487548""",12/01/2017,12-31-2017,SC,11/2012,28617.77,72,03/2019,0.1376,1,1,-,01/2013,True,2,2,1,Chrysler,200,1,2013,1,22230.0,98,Bureau,625,3,3,0,0.11364833,PA,-,16,False,1,11450.23,0.0,0.1376,0.1376,0.04,-,-,0.0,78.0555,507.9645,0.0,0.0,586.02,11523.61,73.38,11450.23,0.0,-,11-24-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,128.7349077822762,17167.54,4.8
9026,DRIVE0201700003,"=""4498384""",12/01/2017,12-31-2017,SC,12/2012,14175.46,72,04/2019,0.1799,1,1,-,01/2013,False,1,2,0,MAZDA,MX-5 Miata-4 Cyl.,2,2003,1,11799.0,98,Bureau,610,2,2,0,0.12506538,IN,-,17,False,1,6230.26,0.0,0.1799,0.1799,0.04,-,-,0.0,55.2525,267.9775,0.0,0.0,323.23,6375.91,145.65,6230.26,0.0,-,12-22-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,120.14119840664463,7945.199999999999,3.4
9094,DRIVE0201700003,"=""4511785""",12/01/2017,12-31-2017,SC,11/2012,27844.4,72,12/2018,0.1109,1,1,-,01/2013,True,2,2,0,HONDA,Accord-4 Cyl.,1,2012,1,22782.79,98,Bureau,667,2,2,0,0.1334325,MI,-,13,False,1,6479.29,0.0,0.1109,0.1109,0.04,-,-,0.0,57.7098,473.5702,0.0,0.0,531.28,6651.13,71.67,6479.29,100.17,-,12-20-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,122.21681365627299,21365.11,4.7
9095,DRIVE0201700003,"=""4511811""",12/01/2017,12-31-2017,SC,12/2012,14285.19,72,04/2021,0.2058,1,1,-,01/2013,True,1,2,0,MITSUBISHI,RAIDER,2,2007,2,12025.0,98,Bureau,479,3,3,0,0.06824381,FL,-,41,False,1,10147.62,717.44,0.12,0.12,0.04,-,-,0.0,66.4059,280.5841,10147.62,0.0,346.99,0.0,0.0,0.0,0.0,-,11-16-2017,12/2017,3,5,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,118.79575883575883,4137.57,3.9
9101,DRIVE0201700003,"=""4512228""",12/01/2017,12-31-2017,SC,12/2012,12258.26,72,12/2018,0.241,1,1,-,01/2013,True,1,2,0,GMC LIGHT DUTY,Envoy XL-I6,2,2005,3,8875.0,98,Bureau,478,3,3,1,0.11061788,TX,-,13,False,1,3920.82,0.0,0.241,0.241,0.04,-,-,0.0,71.3892,252.0808,0.0,0.0,323.47,4100.69,163.55,3920.82,16.32,-,12-15-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,138.1212394366197,8337.44,4.0
9150,DRIVE0201700003,"=""4516866""",12/01/2017,12-31-2017,SC,12/2012,12039.98,60,12/2017,0.2011,1,1,-,01/2013,True,1,2,0,TOYOTA,Corolla-4 Cyl.,2,2009,1,10375.0,98,Bureau,555,2,2,0,0.159775,FL,-,1,False,1,594.95,0.0,0.2011,0.18,0.04,-,-,0.0,0.0,0.0,0.0,0.0,0.0,632.42,12.47,594.95,25.0,-,11-14-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,116.048,11445.029999999999,3.9
9263,DRIVE0201700003,"=""4512838""",12/01/2017,12-31-2017,SC,12/2012,21952.03,72,03/2019,0.1389,1,1,-,01/2013,True,1,2,0,NISSAN,Juke,1,2013,3,20668.0,98,Bureau,637,2,2,0,0.075575,IL,-,16,False,1,8144.18,0.0,0.1389,0.1389,0.04,-,-,0.0,60.6101,390.4399,0.0,0.0,451.05,8519.55,83.68,8144.18,291.69,-,11-07-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.21264757112444,13807.849999999999,4.9
9300,DRIVE0201700003,"=""4520756""",12/01/2017,12-31-2017,SC,12/2012,24895.5,60,12/2017,0.1504,1,1,-,01/2013,True,1,2,0,CHEVROLET TRUCK,Tahoe-V8,2,2007,3,21825.0,98,Bureau,578,2,2,0,0.1518493,KY,-,1,False,1,351.82,0.0,0.1504,0.1504,0.04,-,-,0.0,0.0,0.0,0.0,0.0,0.0,356.03,4.21,351.82,0.0,-,11-21-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,114.06872852233676,24543.68,4.5
9315,DRIVE0201700003,"=""4528394""",12/01/2017,12-31-2017,SC,06/2011,16758.72,72,02/2018,0.1437,1,1,-,07/2011,True,1,2,0,MAZDA,Mazda3-4 Cyl.,1,2009,1,16475.0,98,Bureau,669,2,2,0,0.10021143,TN,-,3,True,1,2922.78,0.0,0.1437,0.1437,0.04,-,-,0.0,0.0,0.0,0.0,0.0,0.0,3422.04,0.0,2922.78,844.5,-,09-22-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,101.722124430956,13835.94,3.3
9352,DRIVE0201700003,"=""4529437""",12/01/2017,12-31-2017,SC,12/2012,15534.0,72,05/2019,0.2,1,1,-,01/2013,True,1,2,0,TOYOTA,Camry-4 Cyl.,2,2009,1,12450.0,98,Bureau,549,3,2,0,0.15996282,NC,-,18,False,1,9138.61,2418.01,0.2,0.0,0.04,-,-,606.0,69.4781,302.6019,0.0,0.0,372.08,0.0,0.0,0.0,0.0,-,09-22-2017,12/2017,4,94,SC,-,False,-,-,-,-,-,9138.61,3135.00,-,0,True,3135.00,124.77108433734941,6395.389999999999,4.5
9380,DRIVE0201700003,"=""4510804""",12/01/2017,12-31-2017,SC,12/2012,11143.0,60,02/2018,0.2599,1,1,-,01/2013,False,1,2,0,CHEVROLET TRUCK,Trailblazer-I6,2,2005,3,7950.0,98,Bureau,527,3,3,1,0.11890041,NC,-,3,False,1,255.41,0.0,0.2599,0.18,0.04,-,-,0.0,0.0,0.0,0.0,0.0,0.0,270.87,3.46,255.41,12.0,-,11-26-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,140.16352201257862,10887.59,4.5
9415,DRIVE0201700003,"=""4531348""",12/01/2017,12-31-2017,SC,11/2012,17902.33,72,12/2018,0.1059,1,1,-,01/2013,True,2,2,0,TOYOTA,COROLLA,2,2010,1,13000.0,98,Bureau,608,2,2,0,0.0625587,TX,-,13,False,1,3739.71,0.0,0.1059,0.1059,0.04,-,-,0.0,35.1547,301.8553,0.0,0.0,337.01,3786.17,46.46,3739.71,0.0,-,12-14-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,137.7102307692308,14162.620000000003,4.0
9470,DRIVE0201700003,"=""4532627""",12/01/2017,12-31-2017,SC,12/2012,17189.57,72,01/2019,0.2109,1,1,-,02/2013,True,2,2,0,HYUNDAI,Elantra-4 Cyl.,2,2012,1,15050.0,98,Bureau,580,2,2,0,0.14040527,OH,-,14,False,1,5227.82,0.0,0.2109,0.2109,0.04,-,-,0.0,88.7733,333.8967,0.0,0.0,422.67,5406.19,157.07,5227.82,21.3,-,10-30-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,114.21641196013287,11961.75,4.9
9520,DRIVE0201700003,"=""4535444""",12/01/2017,12-31-2017,SC,12/2012,13478.01,60,01/2018,0.1029,1,1,-,01/2013,True,1,2,0,CHEVROLET TRUCK,G1500 Van-V8,2,2007,1,9875.0,98,Bureau,635,2,1,0,0.03405176,LA,-,2,False,1,266.19,0.0,0.1029,0.1029,0.04,-,-,0.0,0.0,0.0,0.0,0.0,0.0,268.59,2.4,266.19,0.0,-,11-10-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,136.48617721518988,13211.82,4.7
9614,DRIVE0201700003,"=""4544554""",12/01/2017,12-31-2017,SC,12/2012,22111.13,72,12/2018,0.2091,1,1,-,01/2013,True,1,2,0,Chevrolet,Malibu,1,2013,1,23327.15,98,Bureau,563,2,2,0,0.1605616,CA,-,13,False,1,6283.5,0.0,0.2091,0.2091,0.04,-,-,0.0,105.1185,436.2315,0.0,0.0,541.35,6369.89,86.39,6283.5,0.0,-,11-27-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,94.7871042969244,15827.630000000001,4.5
9639,DRIVE0201700003,"=""4545948""",12/01/2017,12-31-2017,SC,11/2012,15511.89,72,04/2019,0.18,1,1,-,01/2013,True,2,2,0,TOYOTA,Corolla-4 Cyl.,2,2011,1,13450.0,98,Bureau,506,3,2,0,0.15922605,TX,-,17,True,1,5538.39,0.0,0.18,0.18,0.04,-,-,0.0,60.0985,293.6915,0.0,0.0,353.79,5603.93,65.54,5538.39,0.0,-,11-07-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,115.33003717472118,9973.5,4.0
9742,DRIVE0201700003,"=""4553101""",12/01/2017,12-31-2017,SC,12/2012,25641.25,72,04/2019,0.1493,1,1,-,01/2013,True,1,2,1,JEEP,Compass-4 Cyl.,1,2012,3,22724.0,98,Bureau,558,3,3,1,0.13547048,AL,-,17,False,1,0.0,3423.88,0.0,0.0,0.04,-,-,505.48,80.3642,460.8458,0.0,0.0,541.21,0.0,0.0,0.0,0.0,-,06-23-2017,11/2017,4,101,SC,-,False,-,-,-,-,-,0.00,-185.00,-,0,True,-185.00,112.83774863580356,25641.25,3.8
9748,DRIVE0201700003,"=""4553430""",12/01/2017,12-31-2017,SC,12/2012,23633.35,72,11/2019,0.1585,1,1,-,01/2013,True,1,2,0,SUBARU,Tribeca-6 Cyl.,2,2008,3,16750.0,98,Bureau,630,2,2,0,0.10943564,FL,-,24,False,1,249.48,0.0,0.1585,0.1585,0.04,-,-,0.0,80.092,430.608,0.0,0.0,510.7,256.95,7.47,249.48,0.0,-,10-19-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,141.09462686567161,23383.87,3.9
9781,DRIVE0201700003,"=""4556516""",12/01/2017,12-31-2017,SC,12/2012,15042.0,72,06/2019,0.2503,1,1,-,01/2013,True,1,2,0,Chevrolet,Impala,2,2008,1,12538.0,98,Bureau,536,3,2,1,0.08824487,TX,-,19,False,1,12018.9,0.0,0.2503,0.2503,0.04,-,-,0.0,92.4858,312.9842,0.0,0.0,405.47,12462.48,428.58,12018.9,15.0,-,10-17-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,119.97128728664859,3023.1000000000004,4.0
9784,DRIVE0201700003,"=""4556628""",12/01/2017,12-31-2017,SC,11/2012,16323.4,72,12/2018,0.2061,1,1,-,01/2013,True,2,2,0,HYUNDAI,SANTA FE,2,2009,3,14325.0,98,Bureau,533,3,2,1,0.11153567,TX,-,13,False,1,4577.93,0.0,0.2061,0.2061,0.04,-,-,0.0,76.0627,320.7173,0.0,0.0,396.78,4639.96,62.03,4577.93,0.0,-,11-03-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,113.95043630017452,11745.47,4.0
9789,DRIVE0201700003,"=""4545742""",12/01/2017,12-31-2017,SC,12/2012,14331.95,72,01/2019,0.2076,1,1,-,01/2013,True,1,2,0,DODGE,JOURNEY,2,2009,3,11975.0,98,Bureau,460,2,2,1,0.07555923,FL,-,14,False,1,5183.28,0.0,0.2076,0.2076,0.04,-,-,0.0,67.4949,282.1351,0.0,0.0,349.63,5897.32,107.34,5183.28,606.7,-,12-09-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,119.68225469728601,9148.670000000002,3.9
9803,DRIVE0201700003,"=""4544120""",12/01/2017,12-31-2017,SC,12/2012,14739.0,72,12/2018,0.18,1,1,-,01/2013,True,1,2,0,CHEVROLET,Malibu-4 Cyl.,2,2011,1,14998.0,98,Bureau,587,3,2,1,0.05582403,SC,-,13,False,1,3883.65,0.0,0.18,0.18,0.04,-,-,0.0,59.1551,277.0049,0.0,0.0,336.16,3935.36,51.71,3883.65,0.0,-,11-09-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,98.27310308041072,10855.35,4.2
9869,DRIVE0201700003,"=""4550311""",12/01/2017,12-31-2017,SC,12/2012,9787.86,60,01/2018,0.1504,1,1,-,01/2013,True,1,2,0,HYUNDAI,SONATA,2,2007,1,7800.0,98,Bureau,648,2,2,0,0.06513889,TX,-,2,False,1,237.79,0.0,0.1504,0.1504,0.04,-,-,0.0,0.0,0.0,0.0,0.0,0.0,239.06,1.27,237.79,0.0,-,11-27-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,125.48538461538463,9550.07,4.0
9982,DRIVE0201700003,"=""4636225""",12/01/2017,12-31-2017,SC,01/2013,19327.7,60,02/2018,0.1469,1,1,-,02/2013,True,1,2,0,FORD TRUCK,Ranger-V6,2,2007,2,14725.0,98,Bureau,640,2,2,0,0.08848285,MI,-,3,True,1,861.19,0.0,0.1469,0.1469,0.04,-,-,0.0,10.9885,445.6815,0.0,0.0,456.67,874.39,13.2,861.19,0.0,-,12-01-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,131.25772495755518,18466.510000000002,4.7
9994,DRIVE0201700003,"=""4382297""",12/01/2017,12-31-2017,SC,11/2012,14243.16,72,03/2019,0.1504,1,1,-,01/2013,True,2,2,0,TOYOTA,Yaris-4 Cyl.,2,2011,1,11275.0,98,Bureau,625,2,2,0,0.06801705,NJ,-,16,False,1,6055.21,0.0,0.1504,0.1504,0.04,-,-,0.0,43.5887,257.8913,0.0,0.0,301.48,4600.02,0.0,6055.21,70.82,-,06-16-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.3251441241685,8187.95,4.7
10010,DRIVE0201700003,"=""4637704""",12/01/2017,12-31-2017,SC,12/2012,27046.4,72,01/2019,0.1149,1,1,-,02/2013,False,2,2,0,KIA,Sedona-V6,2,2011,1,18550.0,98,Bureau,628,2,2,0,0.07173901,FL,-,14,False,1,6779.44,0.0,0.1149,0.1149,0.04,-,-,0.0,63.1441,458.4759,0.0,0.0,521.62,6858.4,78.96,6779.44,0.0,-,11-08-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,145.80269541778975,20266.960000000003,3.9
